"Node","Timestamp","ProcessEntityId","ProcessName","HostName","Syscall","Pathname","Length"
"master","1789072882501090564","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072889501135212","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072892501085717","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072899501075515","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072902501097150","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072909501105348","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072912501080403","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072919501099162","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072922501082076","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072929501089094","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072932501097700","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072939501104397","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072942501115871","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072949501107239","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072952501131614","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072954251109104","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072958251078857","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072959501077723","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072962501097627","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072967501121448","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072968001081723","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072969501121174","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072972501117619","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072979501056606","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072982501091571","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072989501087318","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072992501096003","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789072999501127740","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073002501084265","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073006001126333","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073009501090292","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073012501104177","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073019251084907","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073022501054828","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073029501111797","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073032501115632","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073039501101990","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073042501076086","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073049501132413","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073052501091928","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073054251097278","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073059501078207","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073062501105352","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073068251115494","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073069501096830","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073072501095584","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073079501085342","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073082501112368","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073089501109136","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073092501073211","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073099501117449","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073102501110034","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073109501053902","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073112501096877","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073119501075345","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073122251074633","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073129501109287","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073132501087732","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073139501120330","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073142501062885","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073147501091705","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073148001124420","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073149501129591","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073152501065327","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073159501103284","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073162501134638","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073169501067247","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073172501111950","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073173251205622","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073179501092868","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073182501081143","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073189501087839","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073192501111793","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073199501068620","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073202501123823","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073209501084332","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073212501072087","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073219501126345","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073222501088201","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073229501133479","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073232501245293","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073239501109113","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073242501061718","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
"master","1789073249501083397","545996022","systemd-journal","master","ftruncate","/var/log/journal/6555aa9372484d1bae8b3e7524e1ea62/system.journal","33554432"
