"Time","Node","Policy","Function","Binary","Arguments","Namespace","Pod","PID","ExecID","ParentExecID","KprobeArgs"
"2026-08-24T18:37:56.308404545Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724796","d29ya2VyMToyNDMxODE2MjM0NjcyNTY5OjcyNDc5Ng==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.308436335Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724796","d29ya2VyMToyNDMxODE2MjM0NjcyNTY5OjcyNDc5Ng==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.308441485Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724796","d29ya2VyMToyNDMxODE2MjM0NjcyNTY5OjcyNDc5Ng==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.315097211Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724797","d29ya2VyMToyNDMxODE2MjQxNDE0MDU1OjcyNDc5Nw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.315127940Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724797","d29ya2VyMToyNDMxODE2MjQxNDE0MDU1OjcyNDc5Nw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.315135380Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724797","d29ya2VyMToyNDMxODE2MjQxNDE0MDU1OjcyNDc5Nw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.321093073Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724798","d29ya2VyMToyNDMxODE2MjQ3MzU0MjM4OjcyNDc5OA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.321124794Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724798","d29ya2VyMToyNDMxODE2MjQ3MzU0MjM4OjcyNDc5OA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.321130094Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724798","d29ya2VyMToyNDMxODE2MjQ3MzU0MjM4OjcyNDc5OA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.327005166Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724799","d29ya2VyMToyNDMxODE2MjUzMzUzNzMxOjcyNDc5OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.327042776Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724799","d29ya2VyMToyNDMxODE2MjUzMzUzNzMxOjcyNDc5OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.327048116Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724799","d29ya2VyMToyNDMxODE2MjUzMzUzNzMxOjcyNDc5OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.332771989Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724800","d29ya2VyMToyNDMxODE2MjU5MDg5MTM0OjcyNDgwMA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.332793169Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724800","d29ya2VyMToyNDMxODE2MjU5MDg5MTM0OjcyNDgwMA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.332798229Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724800","d29ya2VyMToyNDMxODE2MjU5MDg5MTM0OjcyNDgwMA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.338594632Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724801","d29ya2VyMToyNDMxODE2MjY0OTEwOTM2OjcyNDgwMQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.338620242Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724801","d29ya2VyMToyNDMxODE2MjY0OTEwOTM2OjcyNDgwMQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.338626981Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724801","d29ya2VyMToyNDMxODE2MjY0OTEwOTM2OjcyNDgwMQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.344057392Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724802","d29ya2VyMToyNDMxODE2MjcwMzgyMDQ3OjcyNDgwMg==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.344079612Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724802","d29ya2VyMToyNDMxODE2MjcwMzgyMDQ3OjcyNDgwMg==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.344084572Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724802","d29ya2VyMToyNDMxODE2MjcwMzgyMDQ3OjcyNDgwMg==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.350671938Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724803","d29ya2VyMToyNDMxODE2Mjc2OTUxOTQyOjcyNDgwMw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.350704959Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724803","d29ya2VyMToyNDMxODE2Mjc2OTUxOTQyOjcyNDgwMw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:37:56.350710489Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724803","d29ya2VyMToyNDMxODE2Mjc2OTUxOTQyOjcyNDgwMw==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.806146199Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724859","d29ya2VyMToyNDMxODI2NzMyNDI0NTY0OjcyNDg1OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.806195579Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724859","d29ya2VyMToyNDMxODI2NzMyNDI0NTY0OjcyNDg1OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.806200960Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724859","d29ya2VyMToyNDMxODI2NzMyNDI0NTY0OjcyNDg1OQ==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.812110192Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724860","d29ya2VyMToyNDMxODI2NzM4Mzc1NDg3OjcyNDg2MA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":0,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.812134053Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724860","d29ya2VyMToyNDMxODI2NzM4Mzc1NDg3OjcyNDg2MA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":1,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:06.812139043Z","worker1","falco-ref-stdio-network-redirect","__x64_sys_dup3","/usr/bin/calico-node","-felix","kube-system","calico-node-rpfwh","724860","d29ya2VyMToyNDMxODI2NzM4Mzc1NDg3OjcyNDg2MA==","d29ya2VyMToyNTIzMDAwMDAwMDozMjM1","[{""error_arg"":{""Message"":""Bad address""},""label"":""oldfd""},{""int_arg"":2,""label"":""newfd""},{""int_arg"":0,""label"":""flags""}]"
"2026-08-24T18:38:08.728368423Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/sshd"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.728436393Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.729511877Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.729756618Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.729793658Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.730270470Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.731167603Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732454768Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-password"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732496928Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-password"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732512158Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/sshd"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732542989Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/other"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732624759Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732694909Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732745439Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732777309Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732807040Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-password"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732824900Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-password"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732870620Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732900589Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:08.732923580Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724861","d29ya2VyMToyNDMxODI4Mzc0OTgyMjM0OjcyNDg2MQ==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/other"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.073356392Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/sshd"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.073425642Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.074664317Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-auth"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.074975228Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.075016458Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-account"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.075527980Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.076598144Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-session"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
"2026-08-24T18:38:11.077836019Z","worker1","falco-ref-sensitive-read-untrusted","security_file_permission","/usr/lib/openssh/sshd-session","-D -R -N 2",,,"724888","d29ya2VyMToyNDMxODI5OTM4NjYyMzg4OjcyNDg4OA==","d29ya2VyMTo2NTg4MDQzODAwMDAwMDA6MzYxOTM1Ng==","[{""file_arg"":{""path"":""/etc/pam.d/common-password"",""permission"":""-rw-r--r--""},""label"":""file""},{""int_arg"":4,""label"":""mask""}]"
